time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1695389730054253600,5.415253662109375,-0.40037429332733154,0.6275247931480408,-0.025474537163972855,0.6672812104225159,1.3179322481155396,0.5662686824798584,0.6376003623008728
1695389730072545500,5.433545654296875,-0.390700101852417,0.5686777830123901,-0.09739919751882553,0.7172674536705017,1.1463900804519653,0.6237553954124451,0.5871890187263489
1695389730090839800,5.45183984375,-0.39005374908447266,0.5152246952056885,-0.1474984735250473,0.7487629055976868,0.9956514239311218,0.6723336577415466,0.5851554870605469
1695389730109137700,5.4701376953125,-0.40168139338493347,0.48427411913871765,-0.17939384281635284,0.7562727928161621,0.9003207683563232,0.7213369011878967,0.6159101724624634
1695389730127433700,5.488433837890625,-0.40713435411453247,0.48857447504997253,-0.206492617726326,0.7435706853866577,0.9064476490020752,0.7823027968406677,0.6054694056510925
1695389730145726200,5.506726318359375,-0.3917572796344757,0.5096018314361572,-0.23941051959991455,0.7276776432991028,0.9870578050613403,0.844603419303894,0.5134106874465942
1695389730164021200,5.525021240234375,-0.3659900724887848,0.538463294506073,-0.24883922934532166,0.7170688509941101,1.1054824590682983,0.8495966792106628,0.3996235132217407
1695389730182314800,5.543314697265625,-0.33302536606788635,0.5617847442626953,-0.22104333341121674,0.7243147492408752,1.1845628023147583,0.7675676941871643,0.33130893111228943
1695389730200607700,5.561607666015625,-0.28041526675224304,0.5840805172920227,-0.18161265552043915,0.7397527098655701,1.2518408298492432,0.6388431191444397,0.255288302898407
1695389730218904600,5.579904541015625,-0.2064228355884552,0.6001303195953369,-0.10444416850805283,0.765718400478363,1.2844927310943604,0.41994568705558777,0.21046611666679382
1695389730237202700,5.59820263671875,-0.20003792643547058,0.6748642325401306,0.015394732356071472,0.710145115852356,1.4791638851165771,0.2507513761520386,0.3201758861541748
1695389730255499300,5.616499267578125,-0.2512991428375244,0.7485476136207581,0.19512543082237244,0.5817657113075256,1.7711563110351562,0.14974315464496613,0.6324602365493774
1695389730273796900,5.634796875,-0.2786713242530823,0.7689102292060852,0.2916472256183624,0.49604567885398865,1.934810757637024,0.1396593153476715,0.8213945627212524
1695389730292094500,5.653094482421875,-0.1738746613264084,0.7967634201049805,0.26110073924064636,0.5164901614189148,1.9888932704925537,0.00736210448667407,0.6381322145462036
1695389730310385200,5.67138525390625,-0.015544174239039421,0.8128948211669922,0.1822291612625122,0.5529491901397705,1.9759740829467773,-0.1771809607744217,0.32408541440963745
1695389730328667000,5.6896669921875,0.10052841901779175,0.7884950637817383,0.10074781626462936,0.5983473062515259,1.8490360975265503,-0.28285330533981323,0.0401836521923542
1695389730346950400,5.707950439453125,0.0995781198143959,0.7721812129020691,-0.005102615337818861,0.6275302767753601,1.7667540311813354,-0.1479194462299347,-0.13473094999790192
1695389730365235000,5.72623486328125,0.022765573114156723,0.7571061849594116,-0.13053292036056519,0.6397132277488708,1.7539218664169312,0.13292646408081055,-0.230844646692276
1695389730383501000,5.7445009765625,-0.05150973051786423,0.7155333757400513,-0.21969950199127197,0.661128580570221,1.7005596160888672,0.372787743806839,-0.2676437497138977
1695389730401760800,5.7627607421875,-0.11020825803279877,0.6702632904052734,-0.2848837971687317,0.6763449311256409,1.6427489519119263,0.5622563362121582,-0.27877622842788696
1695389730420031500,5.781031494140625,-0.14125417172908783,0.6442651748657227,-0.320220410823822,0.6800210475921631,1.61561119556427,0.6655902862548828,-0.28414827585220337
1695389730438312000,5.79931201171875,-0.14418432116508484,0.6382471323013306,-0.3418559730052948,0.6745265126228333,1.6342560052871704,0.7013273239135742,-0.322124719619751
1695389730456596000,5.817595947265625,-0.1265481561422348,0.6457511782646179,-0.3456214666366577,0.6689819693565369,1.6643997430801392,0.6762417554855347,-0.36315926909446716
1695389730474883800,5.8358837890625,-0.09733837097883224,0.6626989841461182,-0.32040849328041077,0.6698459982872009,1.6718075275421143,0.592288076877594,-0.36257123947143555
1695389730493174800,5.8541748046875,-0.0512353852391243,0.6820230484008789,-0.2875159978866577,0.6704879999160767,1.6784344911575317,0.4728657901287079,-0.37186262011528015
1695389730511465200,5.87246533203125,0.012431489303708076,0.7058337330818176,-0.21853312849998474,0.6737117171287537,1.6665992736816406,0.2805742919445038,-0.34530365467071533
1695389730529755600,5.890755615234375,0.03190486133098602,0.7533544898033142,-0.11547061055898666,0.6466108560562134,1.734109878540039,0.10143159329891205,-0.21807712316513062
1695389730548046600,5.909046630859375,-0.16764366626739502,0.8811305165290833,0.04685577377676964,0.4396693706512451,2.1847472190856934,0.2570512592792511,0.2401011735200882
1695389730566338300,5.92733837890625,-0.3876889646053314,0.8712468147277832,0.20214515924453735,0.22307755053043365,2.4036715030670166,0.6253209114074707,0.7046700716018677
1695389730584631600,5.945631591796875,-0.46989595890045166,0.82965087890625,0.26803576946258545,0.13796381652355194,2.395634651184082,0.7834681868553162,0.945473849773407
1695389730602923000,5.963923095703125,-0.464162141084671,0.8350772261619568,0.2649759352207184,0.13033616542816162,2.427626132965088,0.7840468287467957,0.9204891920089722
1695389730621212200,5.982212158203125,-0.4059738516807556,0.8688662648200989,0.241962268948555,0.1473465859889984,2.5164082050323486,0.686933696269989,0.7733485102653503
1695389730639503600,6.000503662109375,-0.14197081327438354,0.9458619952201843,0.18829748034477234,0.22300975024700165,2.6367733478546143,0.1856498420238495,0.4410216808319092
1695389730657793300,6.018793212890625,0.12392716854810715,0.9349938035011292,0.10833246260881424,0.31415414810180664,2.513446569442749,-0.3044918477535248,0.13110478222370148
